Sequence	Cluster	Representative	Copies
bombus_vancouverensis_nearcticus_NW_022882834.1:1-20323	457	False	4
bombus_vancouverensis_nearcticus_NW_022882835.1:1-12512	457	False	4
bombus_vancouverensis_nearcticus_NW_022882857.1:1-20291	457	False	4
bombus_vancouverensis_nearcticus_NW_022881993.1:1-17749	568	True	4
bombus_vancouverensis_nearcticus_NW_022881993.1:1-17749	568	False	4
bombus_vancouverensis_nearcticus_NW_022882580.1:1-12124	568	False	4
bombus_vancouverensis_nearcticus_NW_022882628.1:1-14833	568	False	4
monomorium_pharaonis_NC_050468.1:26162733-26184796	19	True	3
monomorium_pharaonis_NC_050470.1:13413982-13436045	19	False	3
monomorium_pharaonis_NC_050471.1:15703300-15725363	19	False	3
monomorium_pharaonis_NW_023415506.1:5220-27229	33	True	3
monomorium_pharaonis_NW_023415506.1:6462-26947	33	False	3
monomorium_pharaonis_NW_023415840.1:1-12661	33	False	3
solenopsis_invicta_NC_052664.1:1941242-1963014	128	True	3
solenopsis_invicta_NC_052665.1:23572027-23593799	128	False	3
solenopsis_invicta_NC_052666.1:10903523-10925295	128	False	3
culex_pipiens_pallens_NW_024109004.1:555841-577559	162	True	3
culex_pipiens_pallens_NW_024109200.1:1-12385	162	False	3
culex_pipiens_pallens_NW_024110117.1:1-12354	162	False	3
vespa_mandarinia_NW_023395894.1:92775-114337	217	True	3
vespa_mandarinia_NW_023395894.1:78940-100502	217	False	3
vespa_mandarinia_NW_023396044.1:54003-75565	217	False	3
vespa_mandarinia_NW_023395894.1:225301-246863	219	True	3
vespa_mandarinia_NW_023395914.1:467797-489359	219	False	3
vespa_mandarinia_NW_023395951.1:18246-39808	219	False	3
bombus_bifarius_NW_022884610.1:1-13567	265	False	3
bombus_bifarius_NW_022885439.1:1-13926	265	False	3
bombus_vancouverensis_nearcticus_NW_022882562.1:578629-600062	265	True	3
camponotus_floridanus_NW_020229461.1:62557-83462	404	True	3
camponotus_floridanus_NW_020229567.1:1-13280	404	False	3
camponotus_floridanus_NW_020229665.1:1-14569	404	False	3
camponotus_floridanus_NW_020229571.1:74376-90815	417	False	3
camponotus_floridanus_NW_020229615.1:22807-43712	417	True	3
camponotus_floridanus_NW_020229683.1:1-16995	417	False	3
camponotus_floridanus_NW_020229345.1:5840-26700	438	True	3
camponotus_floridanus_NW_020229499.1:1-19462	438	False	3
camponotus_floridanus_NW_020229813.1:1-12897	438	False	3
bombus_bifarius_NW_022885519.1:1-17853	453	False	3
bombus_vancouverensis_nearcticus_NW_022882194.1:1-11680	453	False	3
bombus_vancouverensis_nearcticus_NW_022882402.1:5086-25943	453	True	3
bombus_vancouverensis_nearcticus_NW_022882833.1:12866-26312	458	False	3
bombus_vancouverensis_nearcticus_NW_022882835.1:4326-25168	458	True	3
bombus_vancouverensis_nearcticus_NW_022882856.1:1-19012	458	False	3
harpegnathos_saltator_NW_020230206.1:201876-216209	489	False	3
harpegnathos_saltator_NW_020230519.1:170990-191712	489	True	3
harpegnathos_saltator_NW_020230519.1:176590-195243	489	False	3
harpegnathos_saltator_NW_020230104.1:1-14346	505	False	3
harpegnathos_saltator_NW_020230159.1:19375-40058	505	True	3
harpegnathos_saltator_NW_020230551.1:125995-140722	505	False	3
harpegnathos_saltator_NW_020229995.1:134876-153584	551	True	3
harpegnathos_saltator_NW_020229995.1:135197-153584	551	False	3
harpegnathos_saltator_NW_020230369.1:1-15863	551	False	3
bombus_bifarius_NW_022885402.1:1-15102	615	True	3
bombus_bifarius_NW_022885403.1:1-14034	615	False	3
bombus_bifarius_NW_022885418.1:697-14149	615	False	3
aphis_craccivora_VUJU01008831.1:1-5991	701	True	3
aphis_craccivora_VUJU01008831.1:1-5991	701	False	3
aphis_craccivora_VUJU01017063.1:1-1263	701	False	3
cyphomyrmex_costatus_NW_017275161.1:35989-58028	20	True	2
cyphomyrmex_costatus_NW_017275161.1:36046-57308	20	False	2
cyphomyrmex_costatus_NW_017278716.1:1981-23945	39	False	2
cyphomyrmex_costatus_NW_017278716.1:2026-24005	39	True	2
rhopalosiphum_maidis_NC_040877.1:92880502-92902454	52	True	2
rhopalosiphum_maidis_NC_040877.1:94098479-94120431	52	False	2
monomorium_pharaonis_NW_023415500.1:1-15000	83	False	2
monomorium_pharaonis_NW_023415798.1:30504-52396	83	True	2
ooceraea_biroi_NC_039513.1:671496-693340	94	True	2
ooceraea_biroi_NW_020825076.1:1-11943	94	False	2
culex_pipiens_pallens_NW_024109703.1:104229-126052	96	True	2
culex_pipiens_pallens_NW_024109703.1:109075-130058	96	False	2
solenopsis_invicta_NC_052670.1:5310888-5332681	112	True	2
solenopsis_invicta_NW_024105298.1:1-11611	112	False	2
solenopsis_invicta_NW_024105270.1:1675-23465	114	True	2
solenopsis_invicta_NW_024105270.1:26630-48420	114	False	2
solenopsis_invicta_NC_052664.1:10493380-10515158	121	True	2
solenopsis_invicta_NC_052664.1:10504963-10526741	121	False	2
rhopalosiphum_maidis_NC_040879.1:61765758-61787533	122	True	2
rhopalosiphum_maidis_NC_040879.1:75205173-75226948	122	False	2
solenopsis_invicta_NC_052676.1:13106660-13128432	135	True	2
solenopsis_invicta_NC_052677.1:2337112-2358884	135	False	2
harpegnathos_saltator_NW_020230345.1:192595-214322	158	True	2
harpegnathos_saltator_NW_020230345.1:193009-213929	158	False	2
harpegnathos_saltator_NW_020230314.1:1224-22915	174	True	2
harpegnathos_saltator_NW_020230314.1:1-15926	174	False	2
harpegnathos_saltator_NW_020230471.1:62210-83901	175	True	2
harpegnathos_saltator_NW_020230579.1:40415-53639	175	False	2
diachasma_alloeum_NW_021680654.1:87945-109519	208	True	2
diachasma_alloeum_NW_021681243.1:1456-7754	208	False	2
vespa_mandarinia_NW_023395985.1:37305-58873	214	True	2
vespa_mandarinia_NW_023395985.1:51269-72837	214	False	2
vespa_mandarinia_NW_023395894.1:105455-127017	218	True	2
vespa_mandarinia_NW_023395894.1:60547-82109	218	False	2
vespa_mandarinia_NW_023395894.1:16858-38420	220	True	2
vespa_mandarinia_NW_023395894.1:22755-44317	220	False	2
vespa_mandarinia_NW_023395894.1:47865-69427	221	True	2
vespa_mandarinia_NW_023396044.1:40423-61985	221	False	2
vespa_mandarinia_NW_023395951.1:53642-75204	222	True	2
vespa_mandarinia_NW_023396008.1:60170-81732	222	False	2
vespa_mandarinia_NW_023396008.1:74594-96156	225	True	2
vespa_mandarinia_NW_023396008.1:89018-110580	225	False	2
habropoda_laboriosa_NW_017100133.1:26349-47869	235	True	2
habropoda_laboriosa_NW_017100133.1:27087-48019	235	False	2
trichogramma_brassicae_CADCXV010000358.1:1-11582	240	False	2
trichogramma_brassicae_CADCXV010000985.1:8840-30348	240	True	2
harpegnathos_saltator_NW_020230556.1:90027-110965	244	False	2
harpegnathos_saltator_NW_020230556.1:89736-111226	244	True	2
harpegnathos_saltator_NW_020230528.1:733301-754764	252	True	2
harpegnathos_saltator_NW_020230528.1:734357-755085	252	False	2
harpegnathos_saltator_NW_020230176.1:2817-24277	254	True	2
harpegnathos_saltator_NW_020230176.1:3018-23962	254	False	2
harpegnathos_saltator_NW_020230316.1:119983-140711	255	False	2
harpegnathos_saltator_NW_020230316.1:120304-141764	255	True	2
harpegnathos_saltator_NW_020230066.1:1-11220	258	False	2
harpegnathos_saltator_NW_020230140.1:66716-88173	258	True	2
ooceraea_biroi_NC_039511.1:163901-184929	260	False	2
ooceraea_biroi_NC_039511.1:164228-185685	260	True	2
harpegnathos_saltator_NW_020230402.1:1-17758	274	False	2
harpegnathos_saltator_NW_020230610.1:23315-44712	274	True	2
bombus_vancouverensis_nearcticus_NW_022882008.1:43925-65301	280	True	2
bombus_vancouverensis_nearcticus_NW_022882008.1:44255-64767	280	False	2
harpegnathos_saltator_NW_020229932.1:16410-37708	289	True	2
harpegnathos_saltator_NW_020229932.1:17295-38029	289	False	2
monomorium_pharaonis_NC_050472.1:14263688-14284803	355	True	2
monomorium_pharaonis_NC_050472.1:14264957-14285448	355	False	2
camponotus_floridanus_NW_020229290.1:5276-26187	384	True	2
camponotus_floridanus_NW_020229320.1:267838-288749	384	False	2
camponotus_floridanus_NW_020229252.1:444593-461608	389	False	2
camponotus_floridanus_NW_020229362.1:88304-109215	389	True	2
camponotus_floridanus_NW_020229378.1:165877-186782	398	True	2
camponotus_floridanus_NW_020229499.1:64051-84956	398	False	2
camponotus_floridanus_NW_020229343.1:1-19222	410	False	2
camponotus_floridanus_NW_020229515.1:55631-76536	410	True	2
camponotus_floridanus_NW_020229320.1:149190-170050	434	True	2
camponotus_floridanus_NW_020229320.1:277700-297076	434	False	2
camponotus_floridanus_NW_020229461.1:99076-111353	445	False	2
camponotus_floridanus_NW_020229701.1:2099-22959	445	True	2
bombus_vancouverensis_nearcticus_NW_022882772.1:20368-41225	456	True	2
bombus_vancouverensis_nearcticus_NW_022882880.1:3091-23198	456	False	2
harpegnathos_saltator_NW_020230004.1:221725-242453	477	True	2
harpegnathos_saltator_NW_020230004.1:231645-243816	477	False	2
harpegnathos_saltator_NW_020230150.1:1-12922	485	False	2
harpegnathos_saltator_NW_020230316.1:847739-868464	485	True	2
osmia_lignaria_NW_023009307.1:171517-192239	498	True	2
osmia_lignaria_NW_023009350.1:51488-72210	498	False	2
osmia_lignaria_NW_023009291.1:1-12676	500	False	2
osmia_lignaria_NW_023009315.1:65095-85817	500	True	2
harpegnathos_saltator_NW_020229937.1:18248-38862	509	True	2
harpegnathos_saltator_NW_020230291.1:1-12133	509	False	2
monomorium_pharaonis_NW_023415798.1:45056-65665	510	True	2
monomorium_pharaonis_NW_023415798.1:46337-65665	510	False	2
bombus_vancouverensis_nearcticus_NW_022882403.1:1912-22448	515	True	2
bombus_vancouverensis_nearcticus_NW_022882859.1:1-12782	515	False	2
camponotus_floridanus_NW_020229454.1:97550-116311	529	False	2
camponotus_floridanus_NW_020229605.1:49776-69855	529	True	2
harpegnathos_saltator_NW_020230418.1:1-13509	534	False	2
harpegnathos_saltator_NW_020230665.1:1-19796	534	True	2
bombus_vancouverensis_nearcticus_NW_022882857.1:12447-23609	535	False	2
bombus_vancouverensis_nearcticus_NW_022882917.1:3726-23367	535	True	2
bombus_vancouverensis_nearcticus_NW_022882403.1:1-11042	540	False	2
bombus_vancouverensis_nearcticus_NW_022882859.1:3341-22699	540	True	2
bombus_vancouverensis_nearcticus_NW_022882296.1:1-19235	542	True	2
bombus_vancouverensis_nearcticus_NW_022882833.1:13205-26312	542	False	2
ooceraea_biroi_NW_020825123.1:1-15191	544	False	2
ooceraea_biroi_NW_020825123.1:1-19088	544	True	2
bombus_vancouverensis_nearcticus_NW_022882515.1:36476-51629	547	False	2
bombus_vancouverensis_nearcticus_NW_022882664.1:1-18886	547	True	2
harpegnathos_saltator_NW_020230163.1:295360-313191	567	True	2
harpegnathos_saltator_NW_020230163.1:296413-313191	567	False	2
trichogramma_brassicae_CADCXV010000052.1:1-16865	574	False	2
trichogramma_brassicae_CADCXV010000052.1:1-17258	574	True	2
bombus_vancouverensis_nearcticus_NW_022882231.1:146-16829	582	False	2
bombus_vancouverensis_nearcticus_NW_022882231.1:1-16829	582	True	2
cyphomyrmex_costatus_NW_017275977.1:1-16138	597	True	2
odontomachus_brunneus_NW_022639788.1:133392-140052	597	False	2
harpegnathos_saltator_NW_020230292.1:34282-50237	599	True	2
harpegnathos_saltator_NW_020230292.1:35500-50237	599	False	2
harpegnathos_saltator_NW_020230700.1:1574255-1590046	602	True	2
harpegnathos_saltator_NW_020230700.1:1575308-1590046	602	False	2
harpegnathos_saltator_NW_020230032.1:113519-128733	613	True	2
harpegnathos_saltator_NW_020230032.1:114572-128733	613	False	2
trachymyrmex_zeteki_NW_017257537.1:71-14752	627	True	2
trachymyrmex_zeteki_NW_017257537.1:1196-14752	627	False	2
bombus_bifarius_NW_022885344.1:2438-16930	631	True	2
bombus_bifarius_NW_022885345.1:1-14185	631	False	2
bombus_bifarius_NW_022884553.1:3042-14469	632	False	2
bombus_bifarius_NW_022884553.1:1-14469	632	True	2
harpegnathos_saltator_NW_020230607.1:108221-122456	638	True	2
harpegnathos_saltator_NW_020230607.1:109274-122456	638	False	2
harpegnathos_saltator_NW_020229972.1:1-12426	653	False	2
harpegnathos_saltator_NW_020229972.1:1-13446	653	True	2
harpegnathos_saltator_NW_020230571.1:1-12981	657	False	2
harpegnathos_saltator_NW_020230571.1:1-13059	657	True	2
trichomalopsis_sarcophagae_NNAY01005563.1:251-13036	658	False	2
trichomalopsis_sarcophagae_NNAY01005563.1:1-13036	658	True	2
camponotus_floridanus_NW_020229352.1:1-11811	682	True	2
camponotus_floridanus_NW_020229821.1:1-11416	682	False	2
lasius_niger_LBMM01007617.1:1-8448	695	True	2
lasius_niger_LBMM01014322.1:1-3646	695	False	2
lasius_niger_LBMM01008064.1:1-7907	696	True	2
lasius_niger_LBMM01008064.1:1-7907	696	False	2
lasius_niger_LBMM01008323.1:1-7613	697	True	2
lasius_niger_LBMM01009292.1:1-6629	697	False	2
aphis_craccivora_VUJU01013168.1:1-2721	712	True	2
aphis_craccivora_VUJU01015497.1:1-1805	712	False	2
odontomachus_brunneus_NW_022639713.1:35740-287791	0	True	1
odontomachus_brunneus_NW_022639771.1:534-183913	1	True	1
odontomachus_brunneus_NW_022639725.1:16613-182950	2	True	1
odontomachus_brunneus_NW_022639775.1:24330-159548	3	True	1
odontomachus_brunneus_NW_022639783.1:13564-131780	4	True	1
odontomachus_brunneus_NW_022639725.1:184811-250824	5	True	1
odontomachus_brunneus_NW_022639792.1:43928-101282	6	True	1
odontomachus_brunneus_NW_022639844.1:11023-68247	7	True	1
odontomachus_brunneus_NW_022639758.1:16980-67016	8	True	1
odontomachus_brunneus_NW_022639904.1:2628-39030	9	True	1
odontomachus_brunneus_NW_022639839.1:7956-41960	10	True	1
odontomachus_brunneus_NW_022639821.1:51853-84182	11	True	1
odontomachus_brunneus_NW_022639713.1:1741-33828	12	True	1
odontomachus_brunneus_NW_022639779.1:160044-184894	13	True	1
monomorium_pharaonis_NC_050469.1:16869508-16891634	15	True	1
hyalella_azteca_NW_017249818.1:122080-144179	16	True	1
cyphomyrmex_costatus_NW_017275046.1:45309-67375	17	True	1
monomorium_pharaonis_NC_050467.1:27696364-27718427	18	True	1
habropoda_laboriosa_NW_017100326.1:56277-78316	21	True	1
monomorium_pharaonis_NC_050467.1:14762714-14784741	22	True	1
monomorium_pharaonis_NC_050467.1:30529541-30551568	23	True	1
monomorium_pharaonis_NC_050467.1:7386574-7408601	24	True	1
monomorium_pharaonis_NC_050468.1:28958273-28980300	25	True	1
cyphomyrmex_costatus_NW_017277578.1:24303-46321	26	True	1
anopheles_stephensi_NC_050201.1:16357814-16379826	27	True	1
anopheles_stephensi_NC_050201.1:16521872-16543884	28	True	1
anopheles_stephensi_NC_050202.1:82482790-82504802	29	True	1
anopheles_stephensi_NC_050203.1:77813456-77835468	30	True	1
cyphomyrmex_costatus_NW_017279637.1:9478-31490	31	True	1
cyphomyrmex_costatus_NW_017280575.1:11196-33208	32	True	1
trachymyrmex_cornetzi_NW_017295795.1:252432-274441	34	True	1
cyphomyrmex_costatus_NW_017275547.1:6327-28330	35	True	1
cyphomyrmex_costatus_NW_017276402.1:59722-81725	36	True	1
odontomachus_brunneus_NW_022639695.1:289284-311281	37	True	1
cyphomyrmex_costatus_NW_017279900.1:2276-24261	38	True	1
trachymyrmex_cornetzi_NW_017296727.1:21634-43610	40	True	1
heligmosomoides_polygyrus_FMJQ01000052.1:340083-362053	41	True	1
leptinotarsa_decemlineata_NW_019293082.1:6662-28632	42	True	1
monomorium_pharaonis_NC_050467.1:7876929-7898899	43	True	1
monomorium_pharaonis_NC_050470.1:19355462-19377432	44	True	1
monomorium_pharaonis_NC_050470.1:19558027-19579997	45	True	1
monomorium_pharaonis_NW_023415829.1:26074-48044	46	True	1
culex_pipiens_pallens_NW_024109046.1:1044778-1066742	47	True	1
rhopalosiphum_maidis_NC_040877.1:46844280-46866241	48	True	1
trachymyrmex_cornetzi_NW_017300137.1:32569-54530	49	True	1
monomorium_pharaonis_NC_050475.1:9448937-9470895	50	True	1
rhopalosiphum_maidis_NC_040877.1:46824282-46846234	51	True	1
rhopalosiphum_maidis_NC_040879.1:40494618-40516570	53	True	1
rhopalosiphum_maidis_NC_040879.1:72009723-72031675	54	True	1
rhopalosiphum_maidis_NC_040880.1:47121106-47143058	55	True	1
trachymyrmex_cornetzi_NW_017299990.1:2620-24572	56	True	1
monomorium_pharaonis_NC_050467.1:33747655-33769604	57	True	1
rhopalosiphum_maidis_NC_040879.1:70379156-70401105	58	True	1
trichogramma_brassicae_CADCXV010000792.1:32662-54611	59	True	1
bemisia_tabaci_NW_017547116.1:2545645-2567591	60	True	1
bemisia_tabaci_NW_017547118.1:1876453-1898399	61	True	1
myzus_persicae_NW_019103858.1:110915-132858	62	True	1
aphis_gossypii_NW_021006118.1:1222-23162	63	True	1
solenopsis_invicta_NC_052666.1:4956544-4978484	64	True	1
bemisia_tabaci_NW_017547507.1:1962803-1984740	65	True	1
bemisia_tabaci_NW_017547915.1:1896286-1918223	66	True	1
bemisia_tabaci_NW_017548708.1:2458834-2480771	67	True	1
rhopalosiphum_maidis_NC_040880.1:45629677-45651611	68	True	1
anopheles_stephensi_NW_023405363.1:19663-41591	69	True	1
cyphomyrmex_costatus_NW_017279084.1:95760-117679	70	True	1
odontomachus_brunneus_NW_022639518.1:9880-31799	71	True	1
odontomachus_brunneus_NW_022639701.1:369387-391306	72	True	1
culex_pipiens_pallens_NW_024109060.1:1175102-1197015	73	True	1
culex_pipiens_pallens_NW_024109213.1:526597-548510	74	True	1
odontomachus_brunneus_NW_022639561.1:172762-194675	75	True	1
odontomachus_brunneus_NW_022639451.1:8350559-8372469	76	True	1
odontomachus_brunneus_NW_022639451.1:8378952-8400862	77	True	1
odontomachus_brunneus_NW_022639618.1:749319-771229	78	True	1
odontomachus_brunneus_NW_022639624.1:673821-695731	79	True	1
odontomachus_brunneus_NW_022639702.1:360525-382423	80	True	1
trachymyrmex_cornetzi_NW_017300267.1:694591-716489	81	True	1
monomorium_pharaonis_NW_023415798.1:21424-43316	82	True	1
odontomachus_brunneus_NW_022639620.1:602546-624438	84	True	1
odontomachus_brunneus_NW_022639507.1:840316-862202	85	True	1
acyrthosiphon_pisum_NC_042494.1:149706572-149728452	86	True	1
bemisia_tabaci_NW_017564154.1:1028221-1050095	87	True	1
anopheles_stephensi_NC_050201.1:19895175-19917043	88	True	1
monomorium_pharaonis_NC_050471.1:21890839-21912701	89	True	1
cyphomyrmex_costatus_NW_017279244.1:502025-523881	90	True	1
trachymyrmex_cornetzi_NW_017296401.1:32795-54645	91	True	1
ooceraea_biroi_NC_039511.1:31217-53061	92	True	1
ooceraea_biroi_NC_039513.1:2268289-2290133	93	True	1
ooceraea_biroi_NC_039515.1:9499359-9521203	95	True	1
acyrthosiphon_pisum_NC_042495.1:22191452-22213272	97	True	1
odontomachus_brunneus_NW_022639620.1:619913-641733	98	True	1
odontomachus_brunneus_NW_022639561.1:32801-54618	99	True	1
odontomachus_brunneus_NW_022639696.1:178607-200424	100	True	1
monomorium_pharaonis_NC_050467.1:15387722-15409533	101	True	1
monomorium_pharaonis_NC_050467.1:33734511-33756322	102	True	1
odontomachus_brunneus_NW_022639451.1:8359666-8381474	103	True	1
solenopsis_invicta_NC_052676.1:13179098-13200903	104	True	1
cephus_cinctus_NW_014333061.1:16961-38763	105	True	1
solenopsis_invicta_NC_052666.1:8414253-8436055	106	True	1
myzus_persicae_NW_019100660.1:666-22465	107	True	1
solenopsis_invicta_NC_052666.1:4970435-4992231	108	True	1
anopheles_stephensi_NC_050201.1:15748001-15769794	109	True	1
rhopalosiphum_maidis_NC_040879.1:8453848-8475641	110	True	1
solenopsis_invicta_NC_052666.1:4946471-4968264	111	True	1
solenopsis_invicta_NC_052671.1:15969854-15991644	113	True	1
solenopsis_invicta_NC_052671.1:19301788-19323575	115	True	1
solenopsis_invicta_NC_052671.1:19311917-19333704	116	True	1
solenopsis_invicta_NC_052674.1:13254534-13276321	117	True	1
solenopsis_invicta_NC_052675.1:1106550-1128337	118	True	1
solenopsis_invicta_NC_052676.1:15819420-15841207	119	True	1
acyrthosiphon_pisum_NW_021771311.1:84163-105947	120	True	1
solenopsis_invicta_NC_052676.1:12336004-12357779	124	True	1
solenopsis_invicta_NC_052676.1:13249384-13271159	125	True	1
solenopsis_invicta_NC_052677.1:3960402-3982177	126	True	1
odontomachus_brunneus_NW_022639676.1:72725-94497	127	True	1
solenopsis_invicta_NC_052664.1:4277734-4299506	129	True	1
solenopsis_invicta_NC_052666.1:12250090-12271862	130	True	1
solenopsis_invicta_NC_052671.1:15744482-15766254	131	True	1
solenopsis_invicta_NC_052673.1:5120268-5142040	132	True	1
solenopsis_invicta_NC_052673.1:5628922-5650694	133	True	1
solenopsis_invicta_NC_052675.1:1081577-1103349	134	True	1
solenopsis_invicta_NC_052677.1:389378-411150	136	True	1
cyphomyrmex_costatus_NW_017277687.1:22367-44136	137	True	1
rhopalosiphum_maidis_NC_040877.1:47840604-47862373	138	True	1
solenopsis_invicta_NC_052674.1:12073072-12094841	139	True	1
solenopsis_invicta_NC_052677.1:88042-109811	140	True	1
bemisia_tabaci_NW_017547204.1:782040-803803	141	True	1
bemisia_tabaci_NW_017547602.1:14156-35919	142	True	1
odontomachus_brunneus_NW_022639453.1:3400998-3422761	143	True	1
trachymyrmex_zeteki_NW_017257772.1:2604-24367	144	True	1
solenopsis_invicta_NC_052666.1:1814255-1836012	145	True	1
solenopsis_invicta_NC_052668.1:468951-490708	146	True	1
solenopsis_invicta_NC_052677.1:7676175-7697932	147	True	1
trachymyrmex_cornetzi_NW_017296752.1:149407-171161	148	True	1
trachymyrmex_cornetzi_NW_017300084.1:65556-87310	149	True	1
solenopsis_invicta_NC_052665.1:24630886-24652631	150	True	1
anopheles_stephensi_NC_050203.1:46573021-46594763	151	True	1
anopheles_stephensi_NW_023404986.1:42165-63907	152	True	1
solenopsis_invicta_NC_052676.1:9925954-9947693	153	True	1
solenopsis_invicta_NC_052667.1:7919798-7941534	154	True	1
photinus_pyralis_NW_022170249.1:4480665-4502395	155	True	1
harpegnathos_saltator_NW_020229876.1:32814-54541	156	True	1
harpegnathos_saltator_NW_020230046.1:37969-59696	157	True	1
ooceraea_biroi_NC_039506.1:11827169-11848896	159	True	1
ooceraea_biroi_NW_020825074.1:1-21728	160	True	1
harpegnathos_saltator_NW_020229920.1:40437-62161	161	True	1
