Sequence	Cluster	Representative	Copies
bemisia_tabaci_NW_017564154.1:1028220-1038220	66	True	1
bemisia_tabaci_NW_017564154.1:1040095-1050095	67	True	1
bombus_bifarius_NW_022884553.1:3041-13041	68	True	30
bombus_bifarius_NW_022884553.1:13899-14469	68	False	30
bombus_bifarius_NW_022884553.1:7592-14469	68	False	30
bombus_bifarius_NW_022884557.1:0-655	68	False	30
bombus_bifarius_NW_022884559.1:0-630	68	False	30
bombus_bifarius_NW_022884582.1:10402-14523	68	False	30
bombus_bifarius_NW_022884610.1:9199-13567	68	False	30
bombus_bifarius_NW_022885323.1:0-1022	68	False	30
bombus_bifarius_NW_022885339.1:0-2247	68	False	30
bombus_bifarius_NW_022885344.1:13295-16930	68	False	30
bombus_bifarius_NW_022885346.1:0-1049	68	False	30
bombus_bifarius_NW_022885402.1:0-4244	68	False	30
bombus_bifarius_NW_022885403.1:0-3176	68	False	30
bombus_bifarius_NW_022885409.1:11641-15474	68	False	30
bombus_bifarius_NW_022885411.1:0-1907	68	False	30
bombus_bifarius_NW_022885418.1:11554-14149	68	False	30
bombus_bifarius_NW_022885480.1:0-2009	68	False	30
bombus_bifarius_NW_022885496.1:0-1485	68	False	30
bombus_vancouverensis_nearcticus_NW_022881867.1:421072-422058	68	False	30
bombus_vancouverensis_nearcticus_NW_022881977.1:0-3338	68	False	30
bombus_vancouverensis_nearcticus_NW_022882137.1:45535-45802	68	False	30
bombus_vancouverensis_nearcticus_NW_022882180.1:0-1575	68	False	30
bombus_vancouverensis_nearcticus_NW_022882194.1:0-1143	68	False	30
bombus_vancouverensis_nearcticus_NW_022882383.1:41613-42854	68	False	30
bombus_vancouverensis_nearcticus_NW_022882515.1:47852-51629	68	False	30
bombus_vancouverensis_nearcticus_NW_022882577.1:0-3252	68	False	30
bombus_vancouverensis_nearcticus_NW_022882628.1:0-3399	68	False	30
bombus_vancouverensis_nearcticus_NW_022882859.1:0-1924	68	False	30
bombus_vancouverensis_nearcticus_NW_022882917.1:0-745	68	False	30
cyphomyrmex_costatus_NW_017274651.1:0-16	68	False	30
bombus_bifarius_NW_022884557.1:1513-11513	69	True	27
bombus_bifarius_NW_022884559.1:1488-11488	69	False	27
bombus_bifarius_NW_022884564.1:18211-22960	69	False	27
bombus_bifarius_NW_022885224.1:9477-15979	69	False	27
bombus_bifarius_NW_022885323.1:1880-11880	69	False	27
bombus_bifarius_NW_022885338.1:16157-23745	69	False	27
bombus_bifarius_NW_022885339.1:3105-13105	69	False	27
bombus_bifarius_NW_022885345.1:8864-14185	69	False	27
bombus_bifarius_NW_022885346.1:1907-11907	69	False	27
bombus_bifarius_NW_022885405.1:9485-18469	69	False	27
bombus_bifarius_NW_022885410.1:4875-14875	69	False	27
bombus_bifarius_NW_022885411.1:2765-12765	69	False	27
bombus_bifarius_NW_022885439.1:5781-13926	69	False	27
bombus_bifarius_NW_022885541.1:11162-21162	69	False	27
bombus_vancouverensis_nearcticus_NW_022881884.1:218463-223380	69	False	27
bombus_vancouverensis_nearcticus_NW_022881947.1:21125-31125	69	False	27
bombus_vancouverensis_nearcticus_NW_022881993.1:0-7974	69	False	27
bombus_vancouverensis_nearcticus_NW_022881993.1:0-8304	69	False	27
bombus_vancouverensis_nearcticus_NW_022882137.1:27892-37892	69	False	27
bombus_vancouverensis_nearcticus_NW_022882137.1:10247-20247	69	False	27
bombus_vancouverensis_nearcticus_NW_022882367.1:25896-35092	69	False	27
bombus_vancouverensis_nearcticus_NW_022882384.1:25507-35507	69	False	27
bombus_vancouverensis_nearcticus_NW_022882514.1:51422-61422	69	False	27
bombus_vancouverensis_nearcticus_NW_022882515.1:0-8892	69	False	27
bombus_vancouverensis_nearcticus_NW_022882515.1:0-9222	69	False	27
bombus_vancouverensis_nearcticus_NW_022882580.1:0-5595	69	False	27
bombus_vancouverensis_nearcticus_NW_022882664.1:0-7509	69	False	27
bombus_bifarius_NW_022884564.1:7353-17353	70	True	5
bombus_bifarius_NW_022885338.1:5299-15299	70	False	5
bombus_bifarius_NW_022885410.1:0-4017	70	False	5
bombus_bifarius_NW_022885483.1:14680-21189	70	False	5
bombus_vancouverensis_nearcticus_NW_022882514.1:62856-70215	70	False	5
bombus_bifarius_NW_022884599.1:75230-85230	71	True	10
bombus_bifarius_NW_022884841.1:0-1100	71	False	10
bombus_bifarius_NW_022884861.1:0-2728	71	False	10
bombus_bifarius_NW_022885495.1:20346-20850	71	False	10
bombus_bifarius_NW_022885512.1:13563-16794	71	False	10
bombus_vancouverensis_nearcticus_NW_022881837.1:2420695-2428486	71	False	10
bombus_vancouverensis_nearcticus_NW_022882249.1:0-3039	71	False	10
bombus_vancouverensis_nearcticus_NW_022882403.1:0-184	71	False	10
bombus_vancouverensis_nearcticus_NW_022882835.1:0-1669	71	False	10
bombus_vancouverensis_nearcticus_NW_022882857.1:23304-23609	71	False	10
bombus_bifarius_NW_022884599.1:86088-96088	72	True	1
bombus_bifarius_NW_022884641.1:271485-281485	73	True	1
bombus_bifarius_NW_022884641.1:282208-292208	74	True	1
bombus_bifarius_NW_022884648.1:3278-13278	75	True	20
bombus_bifarius_NW_022884861.1:4323-14323	75	False	20
bombus_bifarius_NW_022885480.1:14619-20552	75	False	20
bombus_bifarius_NW_022885495.1:8146-18146	75	False	20
bombus_bifarius_NW_022885496.1:2343-12343	75	False	20
bombus_bifarius_NW_022885519.1:7853-17853	75	False	20
bombus_vancouverensis_nearcticus_NW_022882194.1:1680-11680	75	False	20
bombus_vancouverensis_nearcticus_NW_022882235.1:11084-19056	75	False	20
bombus_vancouverensis_nearcticus_NW_022882248.1:0-6331	75	False	20
bombus_vancouverensis_nearcticus_NW_022882249.1:5227-15227	75	False	20
bombus_vancouverensis_nearcticus_NW_022882294.1:15670-25670	75	False	20
bombus_vancouverensis_nearcticus_NW_022882295.1:6921-16921	75	False	20
bombus_vancouverensis_nearcticus_NW_022882401.1:44429-54429	75	False	20
bombus_vancouverensis_nearcticus_NW_022882402.1:5085-15085	75	False	20
bombus_vancouverensis_nearcticus_NW_022882467.1:15486-25486	75	False	20
bombus_vancouverensis_nearcticus_NW_022882467.1:3289-13289	75	False	20
bombus_vancouverensis_nearcticus_NW_022882468.1:9084-18670	75	False	20
bombus_vancouverensis_nearcticus_NW_022882469.1:3264-13264	75	False	20
bombus_vancouverensis_nearcticus_NW_022882859.1:14198-22699	75	False	20
bombus_vancouverensis_nearcticus_NW_022882917.1:1603-11603	75	False	20
bombus_bifarius_NW_022884655.1:7956-17956	76	True	1
bombus_bifarius_NW_022884841.1:1958-11958	77	True	7
bombus_vancouverensis_nearcticus_NW_022882401.1:55287-58075	77	False	7
bombus_vancouverensis_nearcticus_NW_022882467.1:0-2431	77	False	7
bombus_vancouverensis_nearcticus_NW_022882469.1:0-2406	77	False	7
bombus_vancouverensis_nearcticus_NW_022882833.1:24233-26312	77	False	7
bombus_vancouverensis_nearcticus_NW_022882833.1:23708-26312	77	False	7
bombus_vancouverensis_nearcticus_NW_022882864.1:11895-14781	77	False	7
bombus_bifarius_NW_022884648.1:14136-23903	78	False	14
bombus_bifarius_NW_022884861.1:15181-18143	78	False	14
bombus_bifarius_NW_022884861.1:3586-13586	78	True	14
bombus_bifarius_NW_022885495.1:9488-19488	78	False	14
bombus_bifarius_NW_022885495.1:0-7288	78	False	14
bombus_vancouverensis_nearcticus_NW_022882237.1:0-7858	78	False	14
bombus_vancouverensis_nearcticus_NW_022882249.1:3897-13897	78	False	14
bombus_vancouverensis_nearcticus_NW_022882269.1:16280-24771	78	False	14
bombus_vancouverensis_nearcticus_NW_022882467.1:4628-14628	78	False	14
bombus_vancouverensis_nearcticus_NW_022882468.1:0-8226	78	False	14
bombus_vancouverensis_nearcticus_NW_022882666.1:0-8064	78	False	14
bombus_vancouverensis_nearcticus_NW_022882833.1:211-10211	78	False	14
bombus_vancouverensis_nearcticus_NW_022882834.1:0-9465	78	False	14
bombus_vancouverensis_nearcticus_NW_022882857.1:10291-20291	78	False	14
bombus_bifarius_NW_022884553.1:0-6734	79	False	6
bombus_bifarius_NW_022884610.1:0-8341	79	False	6
bombus_bifarius_NW_022885344.1:2437-12437	79	True	6
bombus_bifarius_NW_022885345.1:0-8006	79	False	6
bombus_bifarius_NW_022885439.1:0-4923	79	False	6
bombus_vancouverensis_nearcticus_NW_022882628.1:4833-14833	79	False	6
bombus_bifarius_NW_022884848.1:5862-14851	80	False	20
bombus_bifarius_NW_022885365.1:19195-29195	80	True	20
bombus_bifarius_NW_022885480.1:3761-13761	80	False	20
bombus_bifarius_NW_022885480.1:2867-12867	80	False	20
bombus_bifarius_NW_022885481.1:127-10127	80	False	20
bombus_bifarius_NW_022885481.1:10985-20985	80	False	20
bombus_vancouverensis_nearcticus_NW_022882296.1:9235-19235	80	False	20
bombus_vancouverensis_nearcticus_NW_022882666.1:9958-19958	80	False	20
bombus_vancouverensis_nearcticus_NW_022882666.1:8922-18922	80	False	20
bombus_vancouverensis_nearcticus_NW_022882772.1:31225-41225	80	False	20
bombus_vancouverensis_nearcticus_NW_022882772.1:32112-42112	80	False	20
bombus_vancouverensis_nearcticus_NW_022882772.1:42970-51031	80	False	20
bombus_vancouverensis_nearcticus_NW_022882833.1:12865-22865	80	False	20
bombus_vancouverensis_nearcticus_NW_022882833.1:13204-23204	80	False	20
bombus_vancouverensis_nearcticus_NW_022882835.1:4325-14325	80	False	20
bombus_vancouverensis_nearcticus_NW_022882856.1:10103-19012	80	False	20
bombus_vancouverensis_nearcticus_NW_022882880.1:3090-13090	80	False	20
bombus_vancouverensis_nearcticus_NW_022882880.1:13948-23198	80	False	20
bombus_vancouverensis_nearcticus_NW_022882892.1:5959-15959	80	False	20
bombus_vancouverensis_nearcticus_NW_022882917.1:14583-23367	80	False	20
bombus_bifarius_NW_022885365.1:30053-40053	81	True	9
bombus_vancouverensis_nearcticus_NW_022882296.1:0-7867	81	False	9
bombus_vancouverensis_nearcticus_NW_022882666.1:32662-39612	81	False	9
bombus_vancouverensis_nearcticus_NW_022882833.1:11054-21054	81	False	9
bombus_vancouverensis_nearcticus_NW_022882834.1:10323-20323	81	False	9
bombus_vancouverensis_nearcticus_NW_022882835.1:2512-12512	81	False	9
bombus_vancouverensis_nearcticus_NW_022882856.1:0-9245	81	False	9
bombus_vancouverensis_nearcticus_NW_022882857.1:0-9433	81	False	9
bombus_vancouverensis_nearcticus_NW_022882917.1:3725-13725	81	False	9
bombus_bifarius_NW_022885401.1:6286-16286	82	True	2
bombus_vancouverensis_nearcticus_NW_022882562.1:578628-588628	82	False	2
bombus_bifarius_NW_022885401.1:17144-19742	83	False	5
bombus_bifarius_NW_022885402.1:5102-15102	83	True	5
bombus_bifarius_NW_022885403.1:4034-14034	83	False	5
bombus_vancouverensis_nearcticus_NW_022882515.1:36475-46475	83	False	5
bombus_vancouverensis_nearcticus_NW_022882664.1:8886-18886	83	False	5
bombus_bifarius_NW_022885409.1:783-10783	84	True	1
bombus_bifarius_NW_022885418.1:696-10696	85	True	1
bombus_bifarius_NW_022885454.1:4925-14925	86	True	1
bombus_bifarius_NW_022885454.1:15783-25783	87	True	2
bombus_vancouverensis_nearcticus_NW_022882269.1:5422-15422	87	False	2
bombus_bifarius_NW_022885483.1:3822-13822	88	True	1
bombus_bifarius_NW_022885512.1:2705-12705	89	True	1
bombus_bifarius_NW_022885405.1:0-8627	90	False	5
bombus_bifarius_NW_022885541.1:304-10304	90	True	5
bombus_vancouverensis_nearcticus_NW_022882515.1:10326-20326	90	False	5
bombus_vancouverensis_nearcticus_NW_022882515.1:9735-19735	90	False	5
bombus_vancouverensis_nearcticus_NW_022882577.1:4686-14686	90	False	5
bombus_vancouverensis_nearcticus_NW_022881837.1:2409837-2419837	91	True	1
bombus_vancouverensis_nearcticus_NW_022881867.1:409638-419638	92	True	1
bombus_vancouverensis_nearcticus_NW_022881884.1:207029-217029	93	True	1
bombus_vancouverensis_nearcticus_NW_022881947.1:9748-19748	94	True	1
bombus_vancouverensis_nearcticus_NW_022881977.1:4772-14772	95	True	1
bombus_vancouverensis_nearcticus_NW_022882008.1:43924-53924	96	True	2
bombus_vancouverensis_nearcticus_NW_022882008.1:44254-54254	96	False	2
bombus_vancouverensis_nearcticus_NW_022882008.1:55301-65301	97	True	2
bombus_vancouverensis_nearcticus_NW_022882008.1:54767-64767	97	False	2
bombus_vancouverensis_nearcticus_NW_022882137.1:16458-26458	98	True	3
bombus_vancouverensis_nearcticus_NW_022882137.1:34101-44101	98	False	3
bombus_vancouverensis_nearcticus_NW_022882137.1:0-8813	98	False	3
bombus_vancouverensis_nearcticus_NW_022882160.1:24380-34380	99	True	1
bombus_vancouverensis_nearcticus_NW_022882160.1:35637-45637	100	True	3
bombus_vancouverensis_nearcticus_NW_022882231.1:10658-16829	100	False	3
bombus_vancouverensis_nearcticus_NW_022882231.1:11249-16829	100	False	3
bombus_vancouverensis_nearcticus_NW_022882180.1:2952-12952	101	True	1
bombus_vancouverensis_nearcticus_NW_022882231.1:145-10145	102	True	2
bombus_vancouverensis_nearcticus_NW_022882231.1:0-9815	102	False	2
bombus_vancouverensis_nearcticus_NW_022882235.1:226-10226	103	True	1
bombus_vancouverensis_nearcticus_NW_022882237.1:8716-18716	104	True	1
bombus_vancouverensis_nearcticus_NW_022882248.1:7189-17189	105	True	2
bombus_vancouverensis_nearcticus_NW_022882249.1:16085-26085	105	False	2
bombus_vancouverensis_nearcticus_NW_022882294.1:4812-14812	106	True	4
bombus_vancouverensis_nearcticus_NW_022882295.1:0-6063	106	False	4
bombus_vancouverensis_nearcticus_NW_022882835.1:15168-25168	106	False	4
bombus_vancouverensis_nearcticus_NW_022882857.1:12446-22446	106	False	4
bombus_vancouverensis_nearcticus_NW_022882367.1:14519-24519	107	True	1
bombus_vancouverensis_nearcticus_NW_022882383.1:30236-40236	108	True	2
bombus_vancouverensis_nearcticus_NW_022882384.1:14073-24073	108	False	2
bombus_vancouverensis_nearcticus_NW_022882402.1:15943-25943	109	True	1
bombus_vancouverensis_nearcticus_NW_022882403.1:1911-11911	110	True	4
bombus_vancouverensis_nearcticus_NW_022882403.1:1042-11042	110	False	4
bombus_vancouverensis_nearcticus_NW_022882859.1:3340-13340	110	False	4
bombus_vancouverensis_nearcticus_NW_022882859.1:2782-12782	110	False	4
bombus_vancouverensis_nearcticus_NW_022882403.1:12448-22448	111	True	1
bombus_vancouverensis_nearcticus_NW_022882562.1:590062-600062	112	True	1
bombus_vancouverensis_nearcticus_NW_022882574.1:8559-18559	113	True	2
bombus_vancouverensis_nearcticus_NW_022882902.1:0-4764	113	False	2
bombus_vancouverensis_nearcticus_NW_022882666.1:20816-30816	114	True	3
bombus_vancouverensis_nearcticus_NW_022882666.1:21804-31804	114	False	3
bombus_vancouverensis_nearcticus_NW_022882892.1:0-5101	114	False	3
bombus_vancouverensis_nearcticus_NW_022882673.1:49045-59045	115	True	1
bombus_vancouverensis_nearcticus_NW_022882673.1:60479-70479	116	True	1
bombus_vancouverensis_nearcticus_NW_022882772.1:20367-30367	117	True	1
bombus_vancouverensis_nearcticus_NW_022882858.1:3261-13261	118	True	1
bombus_vancouverensis_nearcticus_NW_022882864.1:1358-11358	119	True	1
bombus_vancouverensis_nearcticus_NW_022882574.1:0-7182	120	False	3
bombus_vancouverensis_nearcticus_NW_022882858.1:14119-19003	120	False	3
bombus_vancouverensis_nearcticus_NW_022882902.1:6141-16141	120	True	3
camponotus_floridanus_NW_020229222.1:647272-657272	121	True	1
camponotus_floridanus_NW_020229222.1:658172-668172	122	True	1
camponotus_floridanus_NW_020229231.1:448379-458379	123	True	1
camponotus_floridanus_NW_020229231.1:459279-469279	124	True	2
camponotus_floridanus_NW_020229618.1:2017-12017	124	False	2
camponotus_floridanus_NW_020229251.1:512232-522232	125	True	1
camponotus_floridanus_NW_020229251.1:523129-533129	126	True	1
camponotus_floridanus_NW_020229252.1:317396-327396	127	True	2
camponotus_floridanus_NW_020229537.1:71098-72325	127	False	2
camponotus_floridanus_NW_020229252.1:328302-338302	128	True	1
camponotus_floridanus_NW_020229252.1:396892-406892	129	True	2
cyphomyrmex_costatus_NW_017275977.1:0-5034	129	False	2
camponotus_floridanus_NW_020229252.1:407804-417804	130	True	13
camponotus_floridanus_NW_020229252.1:444592-454592	130	False	13
camponotus_floridanus_NW_020229290.1:16187-26187	130	False	13
camponotus_floridanus_NW_020229290.1:29975-39975	130	False	13
camponotus_floridanus_NW_020229320.1:267837-277837	130	False	13
camponotus_floridanus_NW_020229332.1:95790-105790	130	False	13
camponotus_floridanus_NW_020229362.1:110567-120567	130	False	13
camponotus_floridanus_NW_020229362.1:88303-98303	130	False	13
camponotus_floridanus_NW_020229409.1:33860-43860	130	False	13
camponotus_floridanus_NW_020229495.1:49413-59413	130	False	13
camponotus_floridanus_NW_020229517.1:21571-31571	130	False	13
camponotus_floridanus_NW_020229616.1:38877-43883	130	False	13
camponotus_floridanus_NW_020229676.1:0-5312	130	False	13
camponotus_floridanus_NW_020229254.1:115718-125718	131	True	1
camponotus_floridanus_NW_020229254.1:126612-136612	132	True	1
camponotus_floridanus_NW_020229269.1:357945-367945	133	True	1
camponotus_floridanus_NW_020229269.1:368845-378845	134	True	1
camponotus_floridanus_NW_020229275.1:7922-17922	135	True	1
camponotus_floridanus_NW_020229275.1:18705-28705	136	True	1
camponotus_floridanus_NW_020229290.1:5275-15275	137	True	1
camponotus_floridanus_NW_020229290.1:322259-332259	138	True	1
camponotus_floridanus_NW_020229290.1:333162-343162	139	True	1
camponotus_floridanus_NW_020229290.1:40791-50791	140	True	1
camponotus_floridanus_NW_020229304.1:113107-123107	141	True	1
camponotus_floridanus_NW_020229304.1:123923-133923	142	True	1
camponotus_floridanus_NW_020229320.1:149189-159189	143	True	2
camponotus_floridanus_NW_020229461.1:109936-111353	143	False	2
camponotus_floridanus_NW_020229320.1:160050-170050	144	True	9
camponotus_floridanus_NW_020229320.1:288560-297076	144	False	9
camponotus_floridanus_NW_020229343.1:37685-47685	144	False	9
camponotus_floridanus_NW_020229345.1:16700-26700	144	False	9
camponotus_floridanus_NW_020229451.1:18953-28953	144	False	9
camponotus_floridanus_NW_020229499.1:0-8601	144	False	9
camponotus_floridanus_NW_020229537.1:0-3430	144	False	9
camponotus_floridanus_NW_020229629.1:34507-40708	144	False	9
camponotus_floridanus_NW_020229813.1:0-7337	144	False	9
camponotus_floridanus_NW_020229320.1:218590-228590	145	True	3
camponotus_floridanus_NW_020229454.1:108344-116311	145	False	3
camponotus_floridanus_NW_020229567.1:0-2374	145	False	3
camponotus_floridanus_NW_020229320.1:229496-239496	146	True	6
camponotus_floridanus_NW_020229320.1:227847-237847	146	False	6
camponotus_floridanus_NW_020229352.1:0-905	146	False	6
camponotus_floridanus_NW_020229605.1:0-1888	146	False	6
camponotus_floridanus_NW_020229679.1:28191-29567	146	False	6
camponotus_floridanus_NW_020229821.1:0-1004	146	False	6
camponotus_floridanus_NW_020229320.1:238753-248753	147	True	2
camponotus_floridanus_NW_020229320.1:237087-247087	147	False	2
camponotus_floridanus_NW_020229320.1:247999-257999	148	True	1
camponotus_floridanus_NW_020229320.1:278749-288749	149	True	2
camponotus_floridanus_NW_020229320.1:277699-287699	149	False	2
camponotus_floridanus_NW_020229332.1:106702-116702	150	True	1
camponotus_floridanus_NW_020229332.1:101401-111401	151	True	1
camponotus_floridanus_NW_020229332.1:112313-122313	152	True	1
camponotus_floridanus_NW_020229332.1:14755-24755	153	True	2
camponotus_floridanus_NW_020229588.1:51275-53105	153	False	2
camponotus_floridanus_NW_020229332.1:25616-35616	154	True	1
camponotus_floridanus_NW_020229332.1:67580-77580	155	True	1
camponotus_floridanus_NW_020229332.1:78441-88441	156	True	1
camponotus_floridanus_NW_020229343.1:26824-36824	157	True	1
camponotus_floridanus_NW_020229343.1:9222-19222	158	True	1
camponotus_floridanus_NW_020229345.1:5839-15839	159	True	3
camponotus_floridanus_NW_020229571.1:85281-90815	159	False	3
camponotus_floridanus_NW_020229683.1:0-6089	159	False	3
camponotus_floridanus_NW_020229349.1:103301-113301	160	True	1
camponotus_floridanus_NW_020229349.1:114162-124162	161	True	1
camponotus_floridanus_NW_020229352.1:1811-11811	162	True	3
camponotus_floridanus_NW_020229474.1:0-4096	162	False	3
camponotus_floridanus_NW_020229821.1:1910-11416	162	False	3
camponotus_floridanus_NW_020229357.1:181226-191226	163	True	2
camponotus_floridanus_NW_020229535.1:0-8511	163	False	2
camponotus_floridanus_NW_020229357.1:192006-202006	164	True	1
camponotus_floridanus_NW_020229362.1:121479-131479	165	True	1
camponotus_floridanus_NW_020229252.1:455504-461608	166	False	2
camponotus_floridanus_NW_020229362.1:99215-109215	166	True	2
camponotus_floridanus_NW_020229378.1:148325-158325	167	True	1
camponotus_floridanus_NW_020229378.1:159102-169102	168	True	4
camponotus_floridanus_NW_020229378.1:176782-186782	168	False	4
camponotus_floridanus_NW_020229499.1:64050-74050	168	False	4
camponotus_floridanus_NW_020229650.1:27769-35015	168	False	4
camponotus_floridanus_NW_020229378.1:165876-175876	169	True	5
camponotus_floridanus_NW_020229461.1:73462-83462	169	False	5
camponotus_floridanus_NW_020229499.1:74956-84956	169	False	5
camponotus_floridanus_NW_020229567.1:3280-13280	169	False	5
camponotus_floridanus_NW_020229665.1:4569-14569	169	False	5
camponotus_floridanus_NW_020229383.1:99532-109532	170	True	1
camponotus_floridanus_NW_020229383.1:110438-120438	171	True	3
camponotus_floridanus_NW_020229546.1:30213-40213	171	False	3
camponotus_floridanus_NW_020229683.1:6995-16995	171	False	3
camponotus_floridanus_NW_020229383.1:29926-39926	172	True	1
camponotus_floridanus_NW_020229383.1:40832-50832	173	True	1
camponotus_floridanus_NW_020229383.1:79655-89655	174	True	1
camponotus_floridanus_NW_020229383.1:90561-100561	175	True	2
camponotus_floridanus_NW_020229691.1:0-2705	175	False	2
camponotus_floridanus_NW_020229391.1:149717-159717	176	True	1
camponotus_floridanus_NW_020229391.1:160578-170578	177	True	1
camponotus_floridanus_NW_020229409.1:4419-14419	178	True	2
camponotus_floridanus_NW_020229813.1:8198-12897	178	False	2
camponotus_floridanus_NW_020229409.1:15280-25280	179	True	1
camponotus_floridanus_NW_020229409.1:22948-32948	180	True	1
camponotus_floridanus_NW_020229426.1:10775-20775	181	True	1
camponotus_floridanus_NW_020229426.1:21636-31636	182	True	1
camponotus_floridanus_NW_020229429.1:106974-116974	183	True	1
camponotus_floridanus_NW_020229429.1:117877-127877	184	True	1
camponotus_floridanus_NW_020229431.1:9267-19267	185	True	2
camponotus_floridanus_NW_020229465.1:2797-12797	185	False	2
camponotus_floridanus_NW_020229451.1:29814-39814	186	True	4
cyphomyrmex_costatus_NW_017278716.1:1980-11980	186	False	4
cyphomyrmex_costatus_NW_017278716.1:2025-12025	186	False	4
diachasma_alloeum_NW_021680450.1:33211-43211	186	False	4
camponotus_floridanus_NW_020229451.1:57989-67989	187	True	1
camponotus_floridanus_NW_020229451.1:68895-78895	188	True	5
cyphomyrmex_costatus_NW_017275977.1:6138-16138	188	False	5
diachasma_alloeum_NW_021681102.1:6891-16891	188	False	5
odontomachus_brunneus_NW_022639654.1:561960-569495	188	False	5
