acromyrmex_echinatior_NW_011627221.1:23513-44472_6/ORF:5869-6198	seq67
acromyrmex_echinatior_NW_011627221.1:23513-44472_7/ORF:6378-7886	seq68
acromyrmex_echinatior_NW_011627221.1:23513-44472_8/ORF:8394-8792	seq69
acromyrmex_echinatior_NW_011627221.1:23513-44472_9/ORF:8731-9768	seq70
acromyrmex_echinatior_NW_011627221.1:23513-44472_10/ORF:9546-9863	seq71
acromyrmex_echinatior_NW_011627221.1:23513-44472_11/ORF:10526-11119	seq72
acromyrmex_echinatior_NW_011627221.1:23513-44472_12/ORF:11852-12151	seq73
acromyrmex_echinatior_NW_011627221.1:23513-44472_13/ORF:15430-15783	seq74
acromyrmex_echinatior_NW_011627221.1:23513-44472_14/ORF:16995-17294	seq75
acromyrmex_echinatior_NW_011627221.1:23513-44472_15/ORF:17579-17878	seq76
acromyrmex_echinatior_NW_011627221.1:23513-44472_16/ORF:18142-18936	seq77
acromyrmex_echinatior_NW_011627221.1:23513-44472_17/ORF:18273-19064	seq78
acromyrmex_echinatior_NW_011627221.1:23513-44472_18/ORF:19083-19496	seq79
acromyrmex_echinatior_NW_011627221.1:23513-44472_19/ORF:19324-19680	seq80
acromyrmex_echinatior_NW_011627221.1:23513-44472_22/ORF:20876-19953/REVERSE	seq81
acromyrmex_echinatior_NW_011627221.1:23513-44472_23/ORF:20850-19783/REVERSE	seq82
acromyrmex_echinatior_NW_011627221.1:23513-44472_24/ORF:18931-18302/REVERSE	seq83
acromyrmex_echinatior_NW_011627221.1:23513-44472_25/ORF:18924-18250/REVERSE	seq84
acromyrmex_echinatior_NW_011627221.1:23513-44472_26/ORF:18896-18150/REVERSE	seq85
acromyrmex_echinatior_NW_011627221.1:23513-44472_27/ORF:17515-17006/REVERSE	seq86
acromyrmex_echinatior_NW_011627221.1:23513-44472_28/ORF:17288-16917/REVERSE	seq87
acromyrmex_echinatior_NW_011627221.1:23513-44472_29/ORF:16691-16344/REVERSE	seq88
acromyrmex_echinatior_NW_011627221.1:23513-44472_30/ORF:13329-12985/REVERSE	seq89
acromyrmex_echinatior_NW_011627221.1:23513-44472_31/ORF:12792-12436/REVERSE	seq90
acromyrmex_echinatior_NW_011627221.1:23513-44472_32/ORF:9556-8753/REVERSE	seq91
acromyrmex_echinatior_NW_011627221.1:23513-44472_33/ORF:9719-8262/REVERSE	seq92
acromyrmex_echinatior_NW_011627221.1:23513-44472_34/ORF:8026-6569/REVERSE	seq93
acromyrmex_echinatior_NW_011627221.1:23513-44472_36/ORF:5031-3340/REVERSE	seq94
acromyrmex_echinatior_NW_011627221.1:23513-44472_39/ORF:2503-2051/REVERSE	seq95
acromyrmex_echinatior_NW_011627221.1:23513-44472_40/ORF:1419-1069/REVERSE	seq96
acromyrmex_echinatior_NW_011627320.1:236047-257090_1/ORF:1495-1824	seq97
acromyrmex_echinatior_NW_011627320.1:236047-257090_2/ORF:1831-2217	seq98
acromyrmex_echinatior_NW_011627320.1:236047-257090_3/ORF:4075-4602	seq99
acromyrmex_echinatior_NW_011627320.1:236047-257090_4/ORF:6952-7395	seq100
acromyrmex_echinatior_NW_011627320.1:236047-257090_5/ORF:8180-8500	seq101
acromyrmex_echinatior_NW_011627320.1:236047-257090_6/ORF:10049-10420	seq102
acromyrmex_echinatior_NW_011627320.1:236047-257090_7/ORF:18411-18016/REVERSE	seq103
acromyrmex_echinatior_NW_011627320.1:236047-257090_8/ORF:17201-16896/REVERSE	seq104
acromyrmex_echinatior_NW_011627320.1:236047-257090_9/ORF:15810-15412/REVERSE	seq105
acromyrmex_echinatior_NW_011627320.1:236047-257090_10/ORF:13531-12779/REVERSE	seq106
acromyrmex_echinatior_NW_011627320.1:236047-257090_11/ORF:6510-6199/REVERSE	seq107
acromyrmex_echinatior_NW_011627320.1:236047-257090_12/ORF:5991-4855/REVERSE	seq108
acromyrmex_echinatior_NW_011627401.1:58551-79537_1/ORF:3703-4032	seq109
acromyrmex_echinatior_NW_011627401.1:58551-79537_2/ORF:16563-17222	seq110
acromyrmex_echinatior_NW_011627401.1:58551-79537_3/ORF:14323-13991/REVERSE	seq111
acromyrmex_echinatior_NW_011627401.1:58551-79537_4/ORF:13602-13288/REVERSE	seq112
acromyrmex_echinatior_NW_011627401.1:58551-79537_5/ORF:13130-12726/REVERSE	seq113
acromyrmex_echinatior_NW_011627401.1:58551-79537_6/ORF:11056-10748/REVERSE	seq114
acromyrmex_echinatior_NW_011627401.1:58551-79537_7/ORF:9755-9432/REVERSE	seq115
acromyrmex_echinatior_NW_011627401.1:58551-79537_8/ORF:6825-6463/REVERSE	seq116
acromyrmex_echinatior_NW_011627401.1:58551-79537_9/ORF:6647-6339/REVERSE	seq117
acromyrmex_echinatior_NW_011627401.1:58551-79537_10/ORF:2538-2230/REVERSE	seq118
acromyrmex_echinatior_NW_011627589.1:1-19477_1/ORF:1764-2243	seq119
acromyrmex_echinatior_NW_011627589.1:1-19477_2/ORF:2410-2820	seq120
acromyrmex_echinatior_NW_011627589.1:1-19477_3/ORF:5730-6053	seq121
acromyrmex_echinatior_NW_011627589.1:1-19477_4/ORF:6883-7230	seq122
acromyrmex_echinatior_NW_011627589.1:1-19477_5/ORF:9327-9815	seq123
acromyrmex_echinatior_NW_011627589.1:1-19477_6/ORF:9425-9844	seq124
acromyrmex_echinatior_NW_011627589.1:1-19477_7/ORF:9394-9879	seq125
acromyrmex_echinatior_NW_011627589.1:1-19477_9/ORF:10195-15786	seq126
acromyrmex_echinatior_NW_011627589.1:1-19477_11/ORF:17832-19352	seq127
acromyrmex_echinatior_NW_011627589.1:1-19477_12/ORF:18064-17762/REVERSE	seq128
acromyrmex_echinatior_NW_011627589.1:1-19477_14/ORF:9841-9380/REVERSE	seq129
acromyrmex_echinatior_NW_011627589.1:1-19477_15/ORF:9954-7522/REVERSE	seq130
acromyrmex_echinatior_NW_011627589.1:1-19477_16/ORF:6606-6178/REVERSE	seq131
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_1/ORF:4233-4616	seq132
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_2/ORF:4397-4858	seq133
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_3/ORF:15565-15873	seq134
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_4/ORF:17625-18023	seq135
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_5/ORF:20729-20382/REVERSE	seq136
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_6/ORF:20400-20044/REVERSE	seq137
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_7/ORF:11881-9977/REVERSE	seq138
acyrthosiphon_pisum_NC_042494.1:149706572-149728452_8/ORF:5544-5206/REVERSE	seq139
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_1/ORF:3857-4207	seq140
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_2/ORF:4411-5508	seq141
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_3/ORF:5996-7150	seq142
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_4/ORF:7539-9914	seq143
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_5/ORF:9947-10936	seq144
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_6/ORF:10955-11350	seq145
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_7/ORF:11251-11613	seq146
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_8/ORF:11579-11959	seq147
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_9/ORF:12080-13246	seq148
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_10/ORF:13269-13997	seq149
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_11/ORF:14205-14519	seq150
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_12/ORF:17155-18588	seq151
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_14/ORF:18758-19804	seq152
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_15/ORF:19780-20427	seq153
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_16/ORF:20468-20782	seq154
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_17/ORF:18750-17308/REVERSE	seq155
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_18/ORF:4952-4593/REVERSE	seq156
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_20/ORF:3731-1848/REVERSE	seq157
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_21/ORF:1456-1064/REVERSE	seq158
acyrthosiphon_pisum_NC_042495.1:22174253-22195647_22/ORF:316-2/REVERSE	seq159
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_2/ORF:95-1417	seq160
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_3/ORF:1559-2605	seq161
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_4/ORF:2581-3228	seq162
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_5/ORF:3269-3583	seq163
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_6/ORF:4511-4852	seq164
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_7/ORF:4869-5423	seq165
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_8/ORF:5469-5984	seq166
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_9/ORF:6218-7177	seq167
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_10/ORF:7355-7888	seq168
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_11/ORF:7875-9941	seq169
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_12/ORF:9974-10963	seq170
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_13/ORF:10982-11989	seq171
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_14/ORF:12118-13161	seq172
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_15/ORF:13239-13931	seq173
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_16/ORF:14019-14348	seq174
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_17/ORF:14272-14703	seq175
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_18/ORF:15438-15803	seq176
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_19/ORF:15547-15954	seq177
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_20/ORF:16015-16611	seq178
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_21/ORF:19852-20232	seq179
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_22/ORF:19523-20785	seq180
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_23/ORF:20706-20395/REVERSE	seq181
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_24/ORF:20340-19900/REVERSE	seq182
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_26/ORF:15892-15509/REVERSE	seq183
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_27/ORF:15839-15489/REVERSE	seq184
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_28/ORF:14257-13946/REVERSE	seq185
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_29/ORF:13507-13205/REVERSE	seq186
acyrthosiphon_pisum_NC_042495.1:22191452-22213272_30/ORF:1551-109/REVERSE	seq187
acyrthosiphon_pisum_NC_042495.1:29900340-29921752_1/ORF:24-347	seq188
acyrthosiphon_pisum_NC_042495.1:29900340-29921752_2/ORF:2488-2805	seq189
acyrthosiphon_pisum_NC_042495.1:29900340-29921752_3/ORF:2516-2905	seq190
acyrthosiphon_pisum_NC_042495.1:29900340-29921752_4/ORF:6075-6386	seq191
acyrthosiphon_pisum_NC_042495.1:29900340-29921752_5/ORF:10001-11413	seq192
acyrthosiphon_pisum_NC_042495.1:29900340-29921752_6/ORF:11779-11369/REVERSE	seq193
acyrthosiphon_pisum_NW_021771311.1:84163-105947_1/ORF:7362-7757	seq194
acyrthosiphon_pisum_NW_021771311.1:84163-105947_2/ORF:16737-17228	seq195
acyrthosiphon_pisum_NW_021771311.1:84163-105947_3/ORF:18352-18011/REVERSE	seq196
acyrthosiphon_pisum_NW_021771311.1:84163-105947_4/ORF:18021-17680/REVERSE	seq197
acyrthosiphon_pisum_NW_021771311.1:84163-105947_5/ORF:16731-16414/REVERSE	seq198
acyrthosiphon_pisum_NW_021771311.1:84163-105947_6/ORF:17650-16313/REVERSE	seq199
acyrthosiphon_pisum_NW_021771311.1:84163-105947_7/ORF:16283-15135/REVERSE	seq200
acyrthosiphon_pisum_NW_021771311.1:84163-105947_8/ORF:15220-14228/REVERSE	seq201
acyrthosiphon_pisum_NW_021771311.1:84163-105947_9/ORF:14215-11891/REVERSE	seq202
acyrthosiphon_pisum_NW_021771311.1:84163-105947_10/ORF:11857-9833/REVERSE	seq203
acyrthosiphon_pisum_NW_021771311.1:84163-105947_11/ORF:9362-8052/REVERSE	seq204
acyrthosiphon_pisum_NW_021771311.1:84163-105947_12/ORF:7771-6920/REVERSE	seq205
acyrthosiphon_pisum_NW_021771311.1:84163-105947_13/ORF:4463-3540/REVERSE	seq206
acyrthosiphon_pisum_NW_021771402.1:1-16965_1/ORF:1372-1770	seq207
acyrthosiphon_pisum_NW_021771402.1:1-16965_2/ORF:1836-2453	seq208
acyrthosiphon_pisum_NW_021771402.1:1-16965_3/ORF:2807-3211	seq209
acyrthosiphon_pisum_NW_021771402.1:1-16965_4/ORF:4549-5010	seq210
acyrthosiphon_pisum_NW_021771402.1:1-16965_5/ORF:5325-6656	seq211
acyrthosiphon_pisum_NW_021771402.1:1-16965_6/ORF:6959-7279	seq212
acyrthosiphon_pisum_NW_021771402.1:1-16965_7/ORF:7149-7451	seq213
acyrthosiphon_pisum_NW_021771402.1:1-16965_8/ORF:6166-5843/REVERSE	seq214
acyrthosiphon_pisum_NW_021771402.1:1-16965_9/ORF:4974-4465/REVERSE	seq215
acyrthosiphon_pisum_NW_021771402.1:1-16965_10/ORF:3991-3614/REVERSE	seq216
acyrthosiphon_pisum_NW_021771402.1:1-16965_11/ORF:2384-2073/REVERSE	seq217
acyrthosiphon_pisum_NW_021771402.1:1-16965_12/ORF:2641-1844/REVERSE	seq218
acyrthosiphon_pisum_NW_021771402.1:1-16965_13/ORF:1656-1240/REVERSE	seq219
anopheles_stephensi_NC_050201.1:15748001-15769794_1/ORF:1680-2129	seq220
anopheles_stephensi_NC_050201.1:15748001-15769794_2/ORF:2198-2539	seq221
anopheles_stephensi_NC_050201.1:15748001-15769794_3/ORF:3331-3783	seq222
anopheles_stephensi_NC_050201.1:15748001-15769794_4/ORF:6244-7164	seq223
anopheles_stephensi_NC_050201.1:15748001-15769794_5/ORF:7577-8137	seq224
anopheles_stephensi_NC_050201.1:15748001-15769794_6/ORF:8983-9594	seq225
anopheles_stephensi_NC_050201.1:15748001-15769794_7/ORF:9689-10447	seq226
anopheles_stephensi_NC_050201.1:15748001-15769794_8/ORF:10460-11845	seq227
anopheles_stephensi_NC_050201.1:15748001-15769794_9/ORF:12822-13157	seq228
anopheles_stephensi_NC_050201.1:15748001-15769794_10/ORF:13382-13723	seq229
anopheles_stephensi_NC_050201.1:15748001-15769794_11/ORF:13886-14218	seq230
anopheles_stephensi_NC_050201.1:15748001-15769794_12/ORF:14743-15090	seq231
anopheles_stephensi_NC_050201.1:15748001-15769794_13/ORF:15163-15582	seq232
anopheles_stephensi_NC_050201.1:15748001-15769794_14/ORF:15761-16162	seq233
anopheles_stephensi_NC_050201.1:15748001-15769794_15/ORF:16596-17024	seq234
anopheles_stephensi_NC_050201.1:15748001-15769794_16/ORF:17024-17395	seq235
anopheles_stephensi_NC_050201.1:15748001-15769794_17/ORF:19020-19520	seq236
anopheles_stephensi_NC_050201.1:15748001-15769794_18/ORF:19961-20665	seq237
anopheles_stephensi_NC_050201.1:15748001-15769794_19/ORF:20589-20897	seq238
anopheles_stephensi_NC_050201.1:15748001-15769794_20/ORF:21395-21081/REVERSE	seq239
anopheles_stephensi_NC_050201.1:15748001-15769794_21/ORF:20683-19835/REVERSE	seq240
anopheles_stephensi_NC_050201.1:15748001-15769794_22/ORF:19425-19060/REVERSE	seq241
anopheles_stephensi_NC_050201.1:15748001-15769794_23/ORF:19841-18906/REVERSE	seq242
anopheles_stephensi_NC_050201.1:15748001-15769794_24/ORF:16870-16550/REVERSE	seq243
anopheles_stephensi_NC_050201.1:15748001-15769794_25/ORF:15515-15189/REVERSE	seq244
anopheles_stephensi_NC_050201.1:15748001-15769794_26/ORF:5102-4797/REVERSE	seq245
anopheles_stephensi_NC_050201.1:16357814-16379826_1/ORF:4499-7393	seq246
anopheles_stephensi_NC_050201.1:16357814-16379826_2/ORF:7240-9465	seq247
anopheles_stephensi_NC_050201.1:16357814-16379826_3/ORF:10383-10706	seq248
anopheles_stephensi_NC_050201.1:16357814-16379826_4/ORF:9539-12013	seq249
anopheles_stephensi_NC_050201.1:16357814-16379826_5/ORF:21890-21309/REVERSE	seq250
anopheles_stephensi_NC_050201.1:16357814-16379826_6/ORF:20853-20260/REVERSE	seq251
anopheles_stephensi_NC_050201.1:16357814-16379826_7/ORF:18367-18011/REVERSE	seq252
anopheles_stephensi_NC_050201.1:16357814-16379826_8/ORF:16054-15596/REVERSE	seq253
anopheles_stephensi_NC_050201.1:16357814-16379826_9/ORF:10303-9992/REVERSE	seq254
anopheles_stephensi_NC_050201.1:16357814-16379826_10/ORF:7895-7353/REVERSE	seq255
anopheles_stephensi_NC_050201.1:16357814-16379826_11/ORF:6642-6337/REVERSE	seq256
anopheles_stephensi_NC_050201.1:16357814-16379826_12/ORF:5226-4795/REVERSE	seq257
anopheles_stephensi_NC_050201.1:16357814-16379826_13/ORF:4654-4265/REVERSE	seq258
anopheles_stephensi_NC_050201.1:16357814-16379826_14/ORF:2703-2326/REVERSE	seq259
anopheles_stephensi_NC_050201.1:16377136-16398407_1/ORF:13394-13699	seq260
anopheles_stephensi_NC_050201.1:16377136-16398407_2/ORF:15945-16532	seq261
anopheles_stephensi_NC_050201.1:16377136-16398407_3/ORF:16707-17099	seq262
anopheles_stephensi_NC_050201.1:16377136-16398407_4/ORF:17400-17750	seq263
anopheles_stephensi_NC_050201.1:16377136-16398407_5/ORF:18675-19214	seq264
anopheles_stephensi_NC_050201.1:16377136-16398407_6/ORF:19730-20071	seq265
anopheles_stephensi_NC_050201.1:16377136-16398407_7/ORF:19718-18948/REVERSE	seq266
anopheles_stephensi_NC_050201.1:16377136-16398407_8/ORF:18424-17900/REVERSE	seq267
anopheles_stephensi_NC_050201.1:16377136-16398407_9/ORF:15449-15102/REVERSE	seq268
anopheles_stephensi_NC_050201.1:16377136-16398407_10/ORF:17881-14909/REVERSE	seq269
anopheles_stephensi_NC_050201.1:16377136-16398407_11/ORF:13869-13342/REVERSE	seq270
anopheles_stephensi_NC_050201.1:16377136-16398407_12/ORF:12546-12232/REVERSE	seq271
anopheles_stephensi_NC_050201.1:16377136-16398407_13/ORF:12134-11625/REVERSE	seq272
anopheles_stephensi_NC_050201.1:16377136-16398407_14/ORF:11272-10001/REVERSE	seq273
anopheles_stephensi_NC_050201.1:16377136-16398407_15/ORF:9257-8892/REVERSE	seq274
anopheles_stephensi_NC_050201.1:16377136-16398407_16/ORF:9058-8546/REVERSE	seq275
anopheles_stephensi_NC_050201.1:16377136-16398407_17/ORF:8136-7828/REVERSE	seq276
anopheles_stephensi_NC_050201.1:16377136-16398407_18/ORF:7665-7234/REVERSE	seq277
anopheles_stephensi_NC_050201.1:16377136-16398407_19/ORF:6567-6262/REVERSE	seq278
anopheles_stephensi_NC_050201.1:16377136-16398407_20/ORF:5981-5643/REVERSE	seq279
anopheles_stephensi_NC_050201.1:16377136-16398407_21/ORF:6154-5435/REVERSE	seq280
anopheles_stephensi_NC_050201.1:16377136-16398407_22/ORF:2763-1987/REVERSE	seq281
anopheles_stephensi_NC_050201.1:16377136-16398407_23/ORF:1531-938/REVERSE	seq282
anopheles_stephensi_NC_050201.1:16521872-16543884_2/ORF:1073-1624	seq283
anopheles_stephensi_NC_050201.1:16521872-16543884_3/ORF:6039-6395	seq284
anopheles_stephensi_NC_050201.1:16521872-16543884_4/ORF:5984-6973	seq285
anopheles_stephensi_NC_050201.1:16521872-16543884_5/ORF:7660-8172	seq286
anopheles_stephensi_NC_050201.1:16521872-16543884_6/ORF:8552-8911	seq287
anopheles_stephensi_NC_050201.1:16521872-16543884_7/ORF:11711-12022	seq288
anopheles_stephensi_NC_050201.1:16521872-16543884_8/ORF:14124-14555	seq289
anopheles_stephensi_NC_050201.1:16521872-16543884_9/ORF:14696-15085	seq290
anopheles_stephensi_NC_050201.1:16521872-16543884_10/ORF:16516-17532	seq291
anopheles_stephensi_NC_050201.1:16521872-16543884_11/ORF:21990-21679/REVERSE	seq292
anopheles_stephensi_NC_050201.1:16521872-16543884_12/ORF:11631-11308/REVERSE	seq293
anopheles_stephensi_NC_050201.1:16521872-16543884_13/ORF:14851-10001/REVERSE	seq294
anopheles_stephensi_NC_050201.1:16521872-16543884_14/ORF:6306-5968/REVERSE	seq295
anopheles_stephensi_NC_050201.1:16521872-16543884_15/ORF:5774-5454/REVERSE	seq296
anopheles_stephensi_NC_050201.1:16521872-16543884_16/ORF:2771-2250/REVERSE	seq297
anopheles_stephensi_NC_050201.1:19895175-19917043_1/ORF:919-2058	seq298
anopheles_stephensi_NC_050201.1:19895175-19917043_2/ORF:2055-2369	seq299
anopheles_stephensi_NC_050201.1:19895175-19917043_3/ORF:2388-5174	seq300
anopheles_stephensi_NC_050201.1:19895175-19917043_4/ORF:5174-6727	seq301
anopheles_stephensi_NC_050201.1:19895175-19917043_5/ORF:10383-10706	seq302
anopheles_stephensi_NC_050201.1:19895175-19917043_6/ORF:7094-11899	seq303
anopheles_stephensi_NC_050201.1:19895175-19917043_7/ORF:13237-13578	seq304
anopheles_stephensi_NC_050201.1:19895175-19917043_8/ORF:13722-14213	seq305
anopheles_stephensi_NC_050201.1:19895175-19917043_9/ORF:14870-15250	seq306
anopheles_stephensi_NC_050201.1:19895175-19917043_10/ORF:21848-19416/REVERSE	seq307
